narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
P02_03_310,P02,P02_03,00:17:42.100,00:17:39.10,00:17:40.54,63545,63632,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
P02_03_311,P02,P02_03,00:17:43.100,00:17:40.88,00:17:43.63,63652,63817,move water from pot to pan,move-from,11,water,27,"['water', 'pot']","[27, 29]"
P02_03_312,P02,P02_03,00:17:48.580,00:17:43.47,00:17:45.49,63808,63929,move water,move,11,water,27,['water'],[27]
P02_03_313,P02,P02_03,00:17:51.419,00:17:47.87,00:17:49.14,64072,64148,put spoon,put,1,spoon,1,['spoon'],[1]
P02_03_314,P02,P02_03,00:17:52.750,00:17:49.65,00:17:50.62,64179,64237,increase heat,increase,70,heat,65,['heat'],[65]
P02_03_315,P02,P02_03,00:17:54.049,00:17:51.21,00:17:56.96,64272,64617,hold pan and stir sauce,hold,34,pan,5,"['pan', 'sauce:stir']","[5, 47]"
P02_03_316,P02,P02_03,00:17:59.950,00:17:57.06,00:17:57.97,64623,64678,increase heat,increase,70,heat,65,['heat'],[65]
P02_03_317,P02,P02_03,00:18:01.200,00:17:58.07,00:18:01.47,64684,64888,hold pan and stir sauce,hold,34,pan,5,"['pan', 'sauce:stir']","[5, 47]"
P02_03_318,P02,P02_03,00:18:04.770,00:18:01.57,00:18:03.21,64894,64992,set off timer,set-off,53,timer,111,['timer'],[111]
P02_03_319,P02,P02_03,00:18:05.770,00:18:03.31,00:18:16.26,64998,65775,stir sauce,stir,10,sauce,47,['sauce'],[47]
P02_03_32,P02,P02_03,00:01:14.659,00:01:13.62,00:01:14.32,4417,4459,put yoghurt,put,1,yoghurt,98,['yoghurt'],[98]
P02_03_320,P02,P02_03,00:18:15.980,00:18:16.36,00:18:18.11,65781,65886,still stirring sauce,stir,10,sauce,47,['sauce'],[47]
P02_03_321,P02,P02_03,00:18:20.990,00:18:17.99,00:18:19.09,65879,65945,lower heat,lower,73,heat,65,['heat'],[65]
P02_03_322,P02,P02_03,00:18:22.740,00:18:19.18,00:18:22.29,65950,66137,hold pan and stir sauce,hold,34,pan,5,"['pan', 'sauce:stir']","[5, 47]"
P02_03_323,P02,P02_03,00:18:25.690,00:18:22.95,00:18:27.97,66177,66478,open cupboard,open,3,cupboard,3,['cupboard'],[3]
P02_03_324,P02,P02_03,00:18:30.850,00:18:23.27,00:18:29.27,66196,66556,search in cupboard,search-in,48,cupboard,3,['cupboard'],[3]
P02_03_325,P02,P02_03,00:18:37.890,00:18:34.10,00:18:35.91,66846,66954,pick up steel mesh,pick-up,0,mesh:steel,39,['mesh:steel'],[39]
P02_03_326,P02,P02_03,00:18:39.789,00:18:37.14,00:18:40.00,67028,67200,close cupboard,close,4,cupboard,3,['cupboard'],[3]
P02_03_327,P02,P02_03,00:18:44.010,00:18:40.23,00:18:46.56,67213,67593,hold stain and stir sauce,hold,34,stain,39,"['stain', 'sauce:stir']","[39, 47]"
P02_03_328,P02,P02_03,00:18:50.130,00:18:46.43,00:18:47.94,67585,67676,set off timer,set-off,53,timer,111,['timer'],[111]
P02_03_329,P02,P02_03,00:18:52.120,00:18:49.05,00:18:50.58,67743,67834,switch off stove,switch-off,8,stove,24,['stove'],[24]
P02_03_33,P02,P02_03,00:01:15.659,00:01:15.25,00:01:16.06,4515,4563,pick up broccoli,pick-up,0,broccoli,101,['broccoli'],[101]
P02_03_330,P02,P02_03,00:18:54.350,00:18:50.64,00:18:53.04,67838,67982,pick up pot with pasta,pick-up,0,pot,29,"['pot', 'pasta']","[29, 45]"
P02_03_331,P02,P02_03,00:18:58.870,00:18:55.26,00:18:58.06,68115,68283,move chopping board from sink,move-from,11,board:chopping,18,"['board:chopping', 'sink']","[18, 63]"
P02_03_332,P02,P02_03,00:19:02.760,00:19:00.22,00:19:03.40,68413,68604,pour water and pasta from pot to mesh on top of sink,pour-from,9,water,27,"['water', 'pasta', 'pot', 'top:sink']","[27, 45, 29, 63]"
P02_03_333,P02,P02_03,00:19:11.400,00:19:08.98,00:19:10.37,68938,69022,pour pasta into pan,pour-into,9,pasta,45,"['pasta', 'pan']","[45, 5]"
P02_03_334,P02,P02_03,00:19:14.000,00:19:11.15,00:19:12.26,69069,69135,put mesh in sink,put-in,5,mesh,39,"['mesh', 'sink']","[39, 63]"
P02_03_335,P02,P02_03,00:19:15.870,00:19:12.82,00:19:13.53,69169,69211,hold pan,hold,34,pan,5,['pan'],[5]
P02_03_336,P02,P02_03,00:19:16.890,00:19:13.58,00:19:18.75,69214,69525,stir pasta with sauce,stir-with,10,pasta,45,"['pasta', 'sauce']","[45, 47]"
P02_03_337,P02,P02_03,00:19:08.760,00:19:14.17,00:19:18.35,69250,69501,shake mesh with pasta,shake-with,15,mesh,39,"['mesh', 'pasta']","[39, 45]"
P02_03_338,P02,P02_03,00:19:23.590,00:19:18.85,00:19:25.54,69531,69932,mix pasta with sauce,mix-with,10,pasta,45,"['pasta', 'sauce']","[45, 47]"
P02_03_339,P02,P02_03,00:19:31.080,00:19:25.64,00:19:36.72,69938,70603,still mixing pasta with sauce,mix-with,10,pasta,45,"['pasta', 'sauce']","[45, 47]"
P02_03_34,P02,P02_03,00:01:20.210,00:01:18.61,00:01:19.25,4716,4755,get scissors,get,0,scissors,79,['scissors'],[79]
P02_03_341,P02,P02_03,00:19:53.080,00:19:48.68,00:19:49.88,71320,71392,set off alarm,set-off,53,alarm,111,['alarm'],[111]
P02_03_342,P02,P02_03,00:19:54.700,00:19:50.14,00:19:51.53,71408,71491,hold pan,hold,34,pan,5,['pan'],[5]
P02_03_343,P02,P02_03,00:19:55.700,00:19:50.64,00:19:55.17,71438,71710,stir pasta with sauce,stir-with,10,pasta,45,"['pasta', 'sauce']","[45, 47]"
P02_03_344,P02,P02_03,00:19:59.490,00:19:55.71,00:19:56.72,71742,71803,increase heat,increase,70,heat,65,['heat'],[65]
P02_03_345,P02,P02_03,00:20:01.950,00:19:59.27,00:19:59.98,71956,71998,switch off stove,switch-off,8,stove,24,['stove'],[24]
P02_03_346,P02,P02_03,00:20:03.669,00:20:00.66,00:20:01.66,72039,72099,close oil,close,4,oil,31,['oil'],[31]
P02_03_347,P02,P02_03,00:20:06.860,00:20:03.93,00:20:05.04,72235,72302,pick up chopping board,pick-up,0,board:chopping,18,['board:chopping'],[18]
P02_03_348,P02,P02_03,00:20:08.510,00:20:06.01,00:20:06.95,72360,72417,put chopping board,put,1,board:chopping,18,['board:chopping'],[18]
P02_03_349,P02,P02_03,00:20:11.100,00:20:08.34,00:20:09.25,72500,72555,pick up scissors,pick-up,0,scissors,79,['scissors'],[79]
P02_03_35,P02,P02_03,00:01:22.250,00:01:20.50,00:01:21.54,4830,4892,open plastic cover using scissors,open,3,cover:plastic,89,"['cover:plastic', 'scissors']","[89, 79]"
P02_03_350,P02,P02_03,00:20:12.100,00:20:09.08,00:20:10.11,72544,72606,return scissors,return,1,scissors,79,['scissors'],[79]
P02_03_351,P02,P02_03,00:20:13.100,00:20:10.41,00:20:10.91,72624,72654,pick up plate,pick-up,0,plate,2,['plate'],[2]
P02_03_352,P02,P02_03,00:20:14.100,00:20:11.21,00:20:11.96,72672,72717,put plate,put,1,plate,2,['plate'],[2]
P02_03_353,P02,P02_03,00:20:20.059,00:20:17.94,00:20:19.12,73076,73147,put plate,put,1,plate,2,['plate'],[2]
P02_03_354,P02,P02_03,00:20:23.539,00:20:20.58,00:20:21.85,73234,73311,pick up pan,pick-up,0,pan,5,['pan'],[5]
P02_03_355,P02,P02_03,00:20:26.260,00:20:21.93,00:20:30.60,73315,73836,pour pasta from pan to plate using wooden spoon,pour-from,9,pasta,45,"['pasta', 'pan', 'plate', 'spoon:wooden']","[45, 5, 2, 1]"
P02_03_356,P02,P02_03,00:20:34.630,00:20:29.54,00:20:38.49,73772,74309,still pouring pasta,pour,9,pasta,45,['pasta'],[45]
P02_03_357,P02,P02_03,00:20:41.350,00:20:38.73,00:20:39.65,74323,74379,put pan,put,1,pan,5,['pan'],[5]
P02_03_358,P02,P02_03,00:20:43.220,00:20:39.19,00:20:39.70,74351,74382,put spoon,put,1,spoon,1,['spoon'],[1]
P02_03_359,P02,P02_03,00:20:44.220,00:20:40.73,00:20:42.76,74443,74565,check stove,check,24,stove,24,['stove'],[24]
P02_03_36,P02,P02_03,00:01:24.759,00:01:21.72,00:01:26.23,4903,5173,remove plastic cover,remove,12,cover:plastic,89,['cover:plastic'],[89]
P02_03_360,P02,P02_03,00:20:45.490,00:20:42.83,00:20:45.38,74569,74722,pick up plate,pick-up,0,plate,2,['plate'],[2]
P02_03_361,P02,P02_03,00:20:48.970,00:20:46.58,00:20:47.91,74794,74874,open drawer,open,3,drawer,8,['drawer'],[8]
P02_03_362,P02,P02_03,00:20:51.140,00:20:47.70,00:20:49.47,74862,74968,pick up fork,pick-up,0,fork,14,['fork'],[14]
P02_03_363,P02,P02_03,00:20:52.520,00:20:49.75,00:20:50.88,74985,75052,close drawer,close,4,drawer,8,['drawer'],[8]
P02_03_37,P02,P02_03,00:01:29.210,00:01:28.15,00:01:29.04,5289,5342,open trash bin,open,3,bin:trash,36,['bin:trash'],[36]
P02_03_38,P02,P02_03,00:01:30.330,00:01:28.89,00:01:29.97,5333,5398,throw cover,throw,13,cover,89,['cover'],[89]
P02_03_39,P02,P02_03,00:01:31.330,00:01:30.02,00:01:30.79,5401,5447,close trash bin,close,4,bin:trash,36,['bin:trash'],[36]
P02_03_4,P02,P02_03,00:00:12.570,00:00:11.30,00:00:12.33,678,739,get cup,get,0,cup,13,['cup'],[13]
P02_03_40,P02,P02_03,00:01:33.150,00:01:32.60,00:01:33.80,5556,5628,open tap,turn-on,6,tap,0,['tap'],[0]
P02_03_41,P02,P02_03,00:01:35.299,00:01:34.23,00:01:37.11,5653,5826,rinse broccoli,rinse,2,broccoli,101,['broccoli'],[101]
P02_03_42,P02,P02_03,00:01:39.079,00:01:37.57,00:01:42.14,5854,6128,sprinkle water on broccoli,sprinkle-on,42,water,27,"['water', 'broccoli']","[27, 101]"
P02_03_43,P02,P02_03,00:01:42.680,00:01:42.47,00:01:43.91,6148,6234,close tap,turn-off,8,tap,0,['tap'],[0]
P02_03_44,P02,P02_03,00:01:44.869,00:01:43.90,00:01:44.78,6234,6286,pick up scissors,pick-up,0,scissors,79,['scissors'],[79]
P02_03_45,P02,P02_03,00:01:46.549,00:01:44.93,00:01:47.31,6295,6438,move broccoli and scissors to chopping board,move-to,11,broccoli,101,"['broccoli', 'scissors', 'board:chopping']","[101, 79, 18]"
P02_03_46,P02,P02_03,00:01:49.899,00:01:47.41,00:01:55.33,6444,6919,cut broccoli,cut,7,broccoli,101,['broccoli'],[101]
P02_03_47,P02,P02_03,00:01:51.049,00:01:57.54,00:02:03.81,7052,7428,cut broccoli,cut,7,broccoli,101,['broccoli'],[101]
P02_03_48,P02,P02_03,00:02:14.330,00:02:05.78,00:02:13.20,7546,7991,still cutting broccoli,cut,7,broccoli,101,['broccoli'],[101]
P02_03_49,P02,P02_03,00:02:01.810,00:02:06.44,00:02:12.78,7586,7966,still cutting broccoli,cut,7,broccoli,101,['broccoli'],[101]
P02_03_5,P02,P02_03,00:00:13.570,00:00:12.67,00:00:14.39,760,863,fill water,fill,26,water,27,['water'],[27]
P02_03_50,P02,P02_03,00:02:22.550,00:02:21.81,00:02:27.78,8508,8866,separate broccoli using hand,separate,52,broccoli,101,"['broccoli', 'hand']","[101, 11]"
P02_03_51,P02,P02_03,00:02:29.280,00:02:27.92,00:02:29.84,8875,8990,pick up rest of broccoli,pick-up,0,rest:broccoli,101,['rest:broccoli'],[101]
P02_03_52,P02,P02_03,00:02:30.280,00:02:29.77,00:02:30.67,8986,9040,open trash bin,open,3,bin:trash,36,['bin:trash'],[36]
P02_03_53,P02,P02_03,00:02:31.280,00:02:30.51,00:02:31.54,9030,9092,throw broccoli,throw,13,broccoli,101,['broccoli'],[101]
P02_03_54,P02,P02_03,00:02:32.280,00:02:31.02,00:02:31.57,9061,9094,close trash bin,close,4,bin:trash,36,['bin:trash'],[36]
P02_03_55,P02,P02_03,00:02:34.000,00:02:32.86,00:02:34.45,9171,9267,remove from floor,remove-from,12,floor,159,['floor'],[159]
P02_03_56,P02,P02_03,00:02:35.150,00:02:34.70,00:02:35.31,9282,9318,open trash bin,open,3,bin:trash,36,['bin:trash'],[36]
P02_03_57,P02,P02_03,00:02:36.150,00:02:35.10,00:02:35.60,9306,9336,throw,throw,13,bin:trash,36,['bin:trash'],[36]
P02_03_58,P02,P02_03,00:02:37.150,00:02:35.60,00:02:36.10,9336,9366,close trash bin,close,4,bin:trash,36,['bin:trash'],[36]
P02_03_59,P02,P02_03,00:02:38.790,00:02:37.20,00:02:38.20,9432,9492,open tap,turn-on,6,tap,0,['tap'],[0]
P02_03_6,P02,P02_03,00:00:14.889,00:00:14.22,00:00:15.04,853,902,put water filter,put,1,filter:water,66,['filter:water'],[66]
P02_03_60,P02,P02_03,00:02:39.959,00:02:38.30,00:02:40.29,9498,9617,rinse scissors,rinse,2,scissors,79,['scissors'],[79]
P02_03_61,P02,P02_03,00:02:40.959,00:02:40.15,00:02:41.04,9609,9662,close tap,turn-off,8,tap,0,['tap'],[0]
P02_03_62,P02,P02_03,00:02:41.959,00:02:41.00,00:02:42.38,9660,9742,put scissors down,put-down,1,scissors,79,['scissors'],[79]
P02_03_63,P02,P02_03,00:02:45.230,00:02:43.50,00:02:45.29,9810,9917,put lid,put,1,lid,6,['lid'],[6]
P02_03_64,P02,P02_03,00:02:44.230,00:02:43.84,00:02:44.57,9830,9874,open lid,open,3,lid,6,['lid'],[6]
P02_03_65,P02,P02_03,00:02:46.230,00:02:44.10,00:02:47.85,9846,10071,move pan,move,11,pan,5,['pan'],[5]
P02_03_66,P02,P02_03,00:02:48.370,00:02:47.76,00:02:54.77,10065,10486,move broccoli from chopping board to pan using hand,move,11,board:chopping,18,"['board:chopping', 'hand']","[18, 11]"
P02_03_67,P02,P02_03,00:02:57.660,00:02:57.29,00:02:58.29,10637,10697,open tap,turn-on,6,tap,0,['tap'],[0]
P02_03_68,P02,P02_03,00:02:58.660,00:02:57.64,00:03:04.89,10658,11093,fill pan with water,fill-with,26,pan,5,"['pan', 'water']","[5, 27]"
P02_03_69,P02,P02_03,00:03:05.239,00:03:04.23,00:03:05.12,11053,11107,close tap,turn-off,8,tap,0,['tap'],[0]
P02_03_7,P02,P02_03,00:00:15.889,00:00:14.92,00:00:21.23,895,1273,drink from cup,drink-from,60,cup,13,['cup'],[13]
P02_03_70,P02,P02_03,00:03:07.150,00:03:06.35,00:03:08.37,11181,11302,put pan with broccoli on stove,put-with,1,pan,5,"['pan', 'broccoli', 'stove']","[5, 101, 24]"
P02_03_71,P02,P02_03,00:03:10.260,00:03:08.43,00:03:13.59,11305,11615,switch stove on,switch-on,6,stove,24,['stove'],[24]
P02_03_72,P02,P02_03,00:03:18.010,00:03:15.46,00:03:19.74,11727,11984,pick up towel,pick-up,0,towel,52,['towel'],[52]
P02_03_73,P02,P02_03,00:03:20.659,00:03:19.61,00:03:21.84,11976,12110,dry hands,dry,14,hand,11,['hand'],[11]
P02_03_74,P02,P02_03,00:03:22.170,00:03:21.41,00:03:22.97,12084,12178,put towel,put,1,towel,52,['towel'],[52]
P02_03_75,P02,P02_03,00:03:23.980,00:03:23.47,00:03:25.79,12208,12347,pick up towel from floor,pick-up,0,towel,52,"['towel', 'floor']","[52, 159]"
P02_03_76,P02,P02_03,00:03:26.310,00:03:25.76,00:03:27.69,12345,12461,put towel,put,1,towel,52,['towel'],[52]
P02_03_77,P02,P02_03,00:03:30.549,00:03:30.06,00:03:31.49,12603,12689,open fridge,open,3,fridge,12,['fridge'],[12]
P02_03_78,P02,P02_03,00:03:32.690,00:03:31.57,00:03:32.30,12694,12738,get tupperware,get,0,tupperware,23,['tupperware'],[23]
P02_03_79,P02,P02_03,00:03:35.760,00:03:34.71,00:03:36.46,12882,12987,pick up plate,pick-up,0,plate,2,['plate'],[2]
P02_03_8,P02,P02_03,00:00:21.690,00:00:21.33,00:00:22.97,1279,1378,put cup down,put-down,1,cup,13,['cup'],[13]
P02_03_80,P02,P02_03,00:03:38.349,00:03:37.01,00:03:39.01,13020,13140,open tupperware,open,3,tupperware,23,['tupperware'],[23]
P02_03_81,P02,P02_03,00:03:39.480,00:03:39.40,00:03:40.54,13164,13232,put plate,put,1,plate,2,['plate'],[2]
P02_03_82,P02,P02_03,00:03:41.769,00:03:40.63,00:03:43.11,13237,13386,open tupperware,open,3,tupperware,23,['tupperware'],[23]
P02_03_83,P02,P02_03,00:03:45.340,00:03:42.87,00:03:44.90,13372,13494,put chicken on plate,put-on,1,chicken,57,"['chicken', 'plate']","[57, 2]"
P02_03_84,P02,P02_03,00:03:43.900,00:03:42.97,00:03:44.71,13378,13482,pick up chicken from tupperware,pick-up,0,chicken,57,"['chicken', 'tupperware']","[57, 23]"
P02_03_85,P02,P02_03,00:03:48.239,00:03:46.02,00:03:48.64,13561,13718,close tupperware,close,4,tupperware,23,['tupperware'],[23]
P02_03_86,P02,P02_03,00:03:49.239,00:03:48.74,00:03:49.65,13724,13779,put tupperware in sink,put-in,5,tupperware,23,"['tupperware', 'sink']","[23, 63]"
P02_03_87,P02,P02_03,00:03:54.900,00:03:53.72,00:03:54.30,14023,14058,pick up knife,pick-up,0,knife,4,['knife'],[4]
P02_03_88,P02,P02_03,00:03:56.409,00:03:53.89,00:03:55.49,14033,14129,pick up scissors,pick-up,0,scissors,79,['scissors'],[79]
P02_03_89,P02,P02_03,00:03:59.659,00:03:58.18,00:04:00.11,14290,14406,open onion bag,open,3,bag:onion,19,['bag:onion'],[19]
P02_03_9,P02,P02_03,00:00:27.080,00:00:26.74,00:00:29.05,1604,1743,pick up lid,pick-up,0,lid,6,['lid'],[6]
P02_03_90,P02,P02_03,00:04:02.830,00:04:01.16,00:04:02.56,14469,14553,pick up onion,pick-up,0,onion,16,['onion'],[16]
P02_03_91,P02,P02_03,00:04:05.409,00:04:04.05,00:04:05.49,14643,14729,pick up another onion,pick-up,0,onion,16,['onion'],[16]
P02_03_92,P02,P02_03,00:04:07.510,00:04:07.45,00:04:08.58,14847,14914,put onion on chopping board,put-on,1,onion,16,"['onion', 'board:chopping']","[16, 18]"
P02_03_93,P02,P02_03,00:04:11.459,00:04:09.39,00:04:10.73,14963,15043,throw onion,throw,13,onion,16,['onion'],[16]
P02_03_94,P02,P02_03,00:04:10.459,00:04:09.55,00:04:10.63,14973,15037,open trash bin,open,3,bin:trash,36,['bin:trash'],[36]
P02_03_95,P02,P02_03,00:04:12.840,00:04:12.34,00:04:13.43,15140,15205,return scissors,return,1,scissors,79,['scissors'],[79]
P02_03_96,P02,P02_03,00:04:13.909,00:04:13.16,00:04:14.31,15189,15258,pick up knife,pick-up,0,knife,4,['knife'],[4]
P02_03_97,P02,P02_03,00:04:18.140,00:04:16.52,00:04:19.04,15391,15542,chop end of onion,chop,7,end:onion,16,['end:onion'],[16]
P02_03_98,P02,P02_03,00:04:22.490,00:04:19.73,00:04:41.73,15583,16903,peel onion,peel,19,onion,16,['onion'],[16]
P02_03_99,P02,P02_03,00:04:43.030,00:04:41.64,00:04:44.82,16898,17089,chop end of onion,chop,7,end:onion,16,['end:onion'],[16]
P02_04_0,P02,P02_04,00:00:04.819,00:00:04.97,00:00:05.67,298,340,close drawer,close,4,drawer,8,['drawer'],[8]
P02_04_1,P02,P02_04,00:00:05.819,00:00:06.36,00:00:08.77,381,526,open drawer,open,3,drawer,8,['drawer'],[8]
P02_04_10,P02,P02_04,00:00:38.100,00:00:37.19,00:00:37.95,2231,2277,open tap,turn-on,6,tap,0,['tap'],[0]
P02_04_100,P02,P02_04,00:04:08.220,00:04:07.62,00:04:08.73,14857,14923,open tap,turn-on,6,tap,0,['tap'],[0]
P02_04_101,P02,P02_04,00:04:10.180,00:04:08.72,00:04:14.43,14923,15265,rinse pot,rinse,2,pot,29,['pot'],[29]
P02_04_102,P02,P02_04,00:04:14.979,00:04:14.53,00:04:15.72,15271,15343,close tap,turn-off,8,tap,0,['tap'],[0]
P02_04_103,P02,P02_04,00:04:16.720,00:04:15.99,00:04:17.84,15359,15470,put pot,put,1,pot,29,['pot'],[29]
P02_04_104,P02,P02_04,00:04:19.130,00:04:18.20,00:04:19.40,15492,15563,pick up plate,pick-up,0,plate,2,['plate'],[2]
P02_04_105,P02,P02_04,00:04:20.130,00:04:19.29,00:04:22.04,15557,15722,wash plate,wash,2,plate,2,['plate'],[2]
P02_04_106,P02,P02_04,00:04:21.130,00:04:21.71,00:04:22.78,15702,15766,put sponge,put,1,sponge,9,['sponge'],[9]
P02_04_107,P02,P02_04,00:04:23.070,00:04:22.56,00:04:23.92,15753,15835,open tap,turn-on,6,tap,0,['tap'],[0]
P02_04_108,P02,P02_04,00:04:24.450,00:04:22.66,00:04:26.81,15759,16008,rinse plate,rinse,2,plate,2,['plate'],[2]
P02_04_109,P02,P02_04,00:04:27.370,00:04:26.82,00:04:27.34,16009,16040,close tap,turn-off,8,tap,0,['tap'],[0]
P02_04_11,P02,P02_04,00:00:39.450,00:00:38.78,00:00:39.33,2326,2359,pick up lid,pick-up,0,lid,6,['lid'],[6]
P02_04_110,P02,P02_04,00:04:28.370,00:04:27.77,00:04:28.67,16066,16120,put plate,put,1,plate,2,['plate'],[2]
P02_04_111,P02,P02_04,00:04:30.470,00:04:28.77,00:04:30.64,16126,16238,pick up plate,pick-up,0,plate,2,['plate'],[2]
P02_04_112,P02,P02_04,00:04:32.320,00:04:32.17,00:04:32.93,16330,16375,open trash bin,open,3,bin:trash,36,['bin:trash'],[36]
P02_04_113,P02,P02_04,00:04:34.220,00:04:33.24,00:04:33.81,16394,16428,close trash bin,close,4,bin:trash,36,['bin:trash'],[36]
P02_04_114,P02,P02_04,00:04:35.680,00:04:34.95,00:04:39.35,16497,16761,wash plate,wash,2,plate,2,['plate'],[2]
P02_04_115,P02,P02_04,00:04:39.130,00:04:38.64,00:04:39.52,16718,16771,put sponge,put,1,sponge,9,['sponge'],[9]
P02_04_116,P02,P02_04,00:04:40.340,00:04:39.20,00:04:40.60,16752,16836,open tap,turn-on,6,tap,0,['tap'],[0]
P02_04_117,P02,P02_04,00:04:41.400,00:04:40.20,00:04:44.56,16812,17073,rinse plate,rinse,2,plate,2,['plate'],[2]
P02_04_118,P02,P02_04,00:04:44.690,00:04:44.25,00:04:45.00,17055,17100,close tap,turn-off,8,tap,0,['tap'],[0]
P02_04_119,P02,P02_04,00:04:45.690,00:04:45.35,00:04:46.49,17121,17189,put plate,put,1,plate,2,['plate'],[2]
P02_04_12,P02,P02_04,00:00:40.899,00:00:39.75,00:00:41.32,2385,2479,close tupperware,close,4,tupperware,23,['tupperware'],[23]
P02_04_120,P02,P02_04,00:04:47.970,00:04:47.06,00:04:49.83,17223,17389,open tupperware,open,3,tupperware,23,['tupperware'],[23]
P02_04_121,P02,P02_04,00:04:50.570,00:04:50.17,00:04:50.99,17410,17459,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
P02_04_122,P02,P02_04,00:04:51.570,00:04:50.79,00:04:57.81,17447,17868,wash tupperware,wash,2,tupperware,23,['tupperware'],[23]
P02_04_123,P02,P02_04,00:04:57.850,00:04:57.60,00:04:58.29,17856,17897,put sponge,put,1,sponge,9,['sponge'],[9]
P02_04_124,P02,P02_04,00:04:58.850,00:04:58.39,00:04:59.40,17903,17964,open tap,turn-on,6,tap,0,['tap'],[0]
P02_04_125,P02,P02_04,00:04:59.960,00:04:59.19,00:05:03.69,17951,18221,rinse tupperware,rinse,2,tupperware,23,['tupperware'],[23]
P02_04_126,P02,P02_04,00:05:05.040,00:05:04.29,00:05:07.29,18257,18437,wash tupperware,wash,2,tupperware,23,['tupperware'],[23]
P02_04_127,P02,P02_04,00:05:07.730,00:05:07.64,00:05:08.14,18458,18488,put sponge,put,1,sponge,9,['sponge'],[9]
P02_04_128,P02,P02_04,00:05:08.730,00:05:08.23,00:05:09.24,18493,18554,open tap,turn-on,6,tap,0,['tap'],[0]
P02_04_129,P02,P02_04,00:05:09.730,00:05:09.03,00:05:11.02,18541,18661,rinse tupperware,rinse,2,tupperware,23,['tupperware'],[23]
P02_04_13,P02,P02_04,00:00:43.070,00:00:42.50,00:00:43.25,2550,2595,close tap,turn-off,8,tap,0,['tap'],[0]
P02_04_130,P02,P02_04,00:05:11.870,00:05:11.19,00:05:12.04,18671,18722,close tap,turn-off,8,tap,0,['tap'],[0]
P02_04_131,P02,P02_04,00:05:13.350,00:05:12.62,00:05:13.56,18757,18813,put tupperware,put,1,tupperware,23,['tupperware'],[23]
P02_04_132,P02,P02_04,00:05:14.350,00:05:13.23,00:05:13.92,18793,18835,pick up lid,pick-up,0,lid,6,['lid'],[6]
P02_04_133,P02,P02_04,00:05:15.350,00:05:14.46,00:05:17.36,18867,19041,wash lid,wash,2,lid,6,['lid'],[6]
P02_04_134,P02,P02_04,00:05:18.070,00:05:17.73,00:05:18.80,19063,19128,open tap,turn-on,6,tap,0,['tap'],[0]
P02_04_135,P02,P02_04,00:05:21.040,00:05:18.82,00:05:20.75,19129,19245,rinse tupperware,rinse,2,tupperware,23,['tupperware'],[23]
P02_04_136,P02,P02_04,00:05:22.350,00:05:20.85,00:05:21.56,19251,19293,close tap,turn-off,8,tap,0,['tap'],[0]
P02_04_137,P02,P02_04,00:05:23.350,00:05:23.28,00:05:24.13,19396,19447,pick up plate,pick-up,0,plate,2,['plate'],[2]
P02_04_138,P02,P02_04,00:05:24.690,00:05:23.80,00:05:27.43,19428,19645,wash plate,wash,2,plate,2,['plate'],[2]
P02_04_139,P02,P02_04,00:05:27.850,00:05:27.34,00:05:28.03,19640,19681,put sponge,put,1,sponge,9,['sponge'],[9]
P02_04_14,P02,P02_04,00:00:44.420,00:00:43.42,00:00:44.39,2605,2663,put tupperware,put,1,tupperware,23,['tupperware'],[23]
P02_04_140,P02,P02_04,00:05:28.850,00:05:27.88,00:05:28.88,19672,19732,open tap,turn-on,6,tap,0,['tap'],[0]
P02_04_141,P02,P02_04,00:05:29.850,00:05:29.01,00:05:31.41,19740,19884,rinse plate,rinse,2,plate,2,['plate'],[2]
P02_04_142,P02,P02_04,00:05:31.850,00:05:31.51,00:05:32.25,19890,19935,close tap,turn-off,8,tap,0,['tap'],[0]
P02_04_143,P02,P02_04,00:05:32.850,00:05:32.26,00:05:33.71,19935,20022,put plate,put,1,plate,2,['plate'],[2]
P02_04_144,P02,P02_04,00:05:34.640,00:05:33.81,00:05:34.73,20028,20083,pick up strainer,pick-up,0,strainer,39,['strainer'],[39]
P02_04_145,P02,P02_04,00:05:35.640,00:05:34.83,00:05:38.83,20089,20329,wash strainer,wash,2,strainer,39,['strainer'],[39]
P02_04_146,P02,P02_04,00:05:39.440,00:05:38.79,00:05:39.67,20327,20380,put sponge,put,1,sponge,9,['sponge'],[9]
P02_04_147,P02,P02_04,00:05:40.440,00:05:39.53,00:05:40.28,20371,20416,open tap,turn-on,6,tap,0,['tap'],[0]
P02_04_148,P02,P02_04,00:05:41.440,00:05:39.64,00:05:42.76,20378,20565,rinse strainer,rinse,2,strainer,39,['strainer'],[39]
P02_04_149,P02,P02_04,00:05:42.580,00:05:42.47,00:05:43.10,20548,20586,close tap,turn-off,8,tap,0,['tap'],[0]
P02_04_15,P02,P02_04,00:00:45.420,00:00:44.78,00:00:46.11,2686,2766,pick tupperware,pick,0,tupperware,23,['tupperware'],[23]
P02_04_150,P02,P02_04,00:05:43.950,00:05:43.47,00:05:44.47,20608,20668,put strainer,put,1,strainer,39,['strainer'],[39]
